pdt,max_hold_bars,n_trades,profit_factor,sharpe,win_rate,total_return_pct,max_dd_pct,avg_hold_bars,label,start,end,open_at_end,avg_notional_pct,avg_win_pct,avg_loss_pct,exit_reasons,_trades
on,15,59,2.3,10.12,0.644,5.23,1.15,333.0,hold_15_pdt_on,2026-07-13,2026-07-28,6,9.3,2.62,-1.87,"{'max_hold': 52, 'take_profit': 5, 'trailing_stop': 2}","   ticker                     entry  ... bars         reason
0    MRNA 2026-07-13 13:40:00+00:00  ...  351       max_hold
1     PFE 2026-07-13 13:40:00+00:00  ...  369       max_hold
2    TSLA 2026-07-13 13:41:00+00:00  ...  379       max_hold
3     UNH 2026-07-13 13:41:00+00:00  ...  322       max_hold
4    MSTR 2026-07-13 13:43:00+00:00  ...  322       max_hold
5     LLY 2026-07-13 13:46:00+00:00  ...  288       max_hold
6      MS 2026-07-14 13:40:00+00:00  ...  369  trailing_stop
7     CVX 2026-07-14 13:46:00+00:00  ...  333       max_hold
8      MU 2026-07-14 15:05:00+00:00  ...  295       max_hold
9     AMD 2026-07-14 15:11:00+00:00  ...  263       max_hold
10    DHR 2026-07-14 13:40:00+00:00  ...  331       max_hold
11    XOM 2026-07-14 13:46:00+00:00  ...  357       max_hold
12   FLEX 2026-07-15 13:40:00+00:00  ...  294       max_hold
13    MRK 2026-07-15 13:40:00+00:00  ...  349       max_hold
14   AAPL 2026-07-15 13:41:00+00:00  ...  379       max_hold
15   NVDA 2026-07-15 13:41:00+00:00  ...  379       max_hold
16    UNH 2026-07-15 13:42:00+00:00  ...  358    take_profit
17   NFLX 2026-07-15 13:46:00+00:00  ...  374       max_hold
18   PYPL 2026-07-16 13:40:00+00:00  ...  380       max_hold
19    LLY 2026-07-16 13:41:00+00:00  ...  296       max_hold
20   PLTR 2026-07-16 13:41:00+00:00  ...  378       max_hold
21   MSTR 2026-07-16 13:42:00+00:00  ...  306       max_hold
22    JPM 2026-07-16 13:42:00+00:00  ...  374  trailing_stop
23   ABBV 2026-07-16 13:40:00+00:00  ...  354    take_profit
24    GEV 2026-07-17 13:40:00+00:00  ...  327    take_profit
25   COIN 2026-07-17 13:40:00+00:00  ...  260       max_hold
26   NVDA 2026-07-17 13:43:00+00:00  ...  377       max_hold
27   TSLA 2026-07-17 13:46:00+00:00  ...  374       max_hold
28    UNH 2026-07-17 14:36:00+00:00  ...  320       max_hold
29   DELL 2026-07-20 13:40:00+00:00  ...  283       max_hold
30    APP 2026-07-20 13:40:00+00:00  ...  319       max_hold
31    CVX 2026-07-20 13:41:00+00:00  ...  324       max_hold
32    LLY 2026-07-20 13:46:00+00:00  ...  289       max_hold
33   AAPL 2026-07-20 13:55:00+00:00  ...  365       max_hold
34    AMD 2026-07-20 16:57:00+00:00  ...  170       max_hold
35   MSTR 2026-07-21 13:40:00+00:00  ...  361       max_hold
36    UNH 2026-07-21 13:40:00+00:00  ...  371       max_hold
37   SMCI 2026-07-21 13:41:00+00:00  ...  370    take_profit
38   ANET 2026-07-21 13:41:00+00:00  ...  311       max_hold
39    XOM 2026-07-21 13:42:00+00:00  ...  365       max_hold
40   PYPL 2026-07-21 13:42:00+00:00  ...  375       max_hold
41   QCOM 2026-07-22 13:40:00+00:00  ...  347       max_hold
42    TER 2026-07-22 13:40:00+00:00  ...  296       max_hold
43    WDC 2026-07-22 13:41:00+00:00  ...  372       max_hold
44   PLTR 2026-07-22 13:41:00+00:00  ...  375       max_hold
45    JPM 2026-07-22 13:42:00+00:00  ...  354       max_hold
46     MU 2026-07-22 13:48:00+00:00  ...  371       max_hold
47   COHR 2026-07-23 13:40:00+00:00  ...  320       max_hold
48    GEV 2026-07-23 13:40:00+00:00  ...  300       max_hold
49    ARM 2026-07-23 13:41:00+00:00  ...  270       max_hold
50   AVGO 2026-07-23 13:41:00+00:00  ...  377       max_hold
51    CVX 2026-07-23 13:46:00+00:00  ...  322       max_hold
52   TSLA 2026-07-23 13:57:00+00:00  ...  363       max_hold
53     SW 2026-07-24 13:40:00+00:00  ...  178    take_profit
54    LMT 2026-07-24 13:40:00+00:00  ...  305       max_hold
55    LLY 2026-07-24 13:44:00+00:00  ...  268       max_hold
56    UNH 2026-07-24 13:44:00+00:00  ...  348       max_hold
57      V 2026-07-24 13:45:00+00:00  ...  359       max_hold
58   NFLX 2026-07-24 13:46:00+00:00  ...  374       max_hold

[59 rows x 10 columns]"
on,30,59,2.3,10.12,0.644,5.23,1.15,333.0,hold_30_pdt_on,2026-07-13,2026-07-28,6,9.3,2.62,-1.87,"{'max_hold': 52, 'take_profit': 5, 'trailing_stop': 2}","   ticker                     entry  ... bars         reason
0    MRNA 2026-07-13 13:40:00+00:00  ...  351       max_hold
1     PFE 2026-07-13 13:40:00+00:00  ...  369       max_hold
2    TSLA 2026-07-13 13:41:00+00:00  ...  379       max_hold
3     UNH 2026-07-13 13:41:00+00:00  ...  322       max_hold
4    MSTR 2026-07-13 13:43:00+00:00  ...  322       max_hold
5     LLY 2026-07-13 13:46:00+00:00  ...  288       max_hold
6      MS 2026-07-14 13:40:00+00:00  ...  369  trailing_stop
7     CVX 2026-07-14 13:46:00+00:00  ...  333       max_hold
8      MU 2026-07-14 15:05:00+00:00  ...  295       max_hold
9     AMD 2026-07-14 15:11:00+00:00  ...  263       max_hold
10    DHR 2026-07-14 13:40:00+00:00  ...  331       max_hold
11    XOM 2026-07-14 13:46:00+00:00  ...  357       max_hold
12   FLEX 2026-07-15 13:40:00+00:00  ...  294       max_hold
13    MRK 2026-07-15 13:40:00+00:00  ...  349       max_hold
14   AAPL 2026-07-15 13:41:00+00:00  ...  379       max_hold
15   NVDA 2026-07-15 13:41:00+00:00  ...  379       max_hold
16    UNH 2026-07-15 13:42:00+00:00  ...  358    take_profit
17   NFLX 2026-07-15 13:46:00+00:00  ...  374       max_hold
18   PYPL 2026-07-16 13:40:00+00:00  ...  380       max_hold
19    LLY 2026-07-16 13:41:00+00:00  ...  296       max_hold
20   PLTR 2026-07-16 13:41:00+00:00  ...  378       max_hold
21   MSTR 2026-07-16 13:42:00+00:00  ...  306       max_hold
22    JPM 2026-07-16 13:42:00+00:00  ...  374  trailing_stop
23   ABBV 2026-07-16 13:40:00+00:00  ...  354    take_profit
24    GEV 2026-07-17 13:40:00+00:00  ...  327    take_profit
25   COIN 2026-07-17 13:40:00+00:00  ...  260       max_hold
26   NVDA 2026-07-17 13:43:00+00:00  ...  377       max_hold
27   TSLA 2026-07-17 13:46:00+00:00  ...  374       max_hold
28    UNH 2026-07-17 14:36:00+00:00  ...  320       max_hold
29   DELL 2026-07-20 13:40:00+00:00  ...  283       max_hold
30    APP 2026-07-20 13:40:00+00:00  ...  319       max_hold
31    CVX 2026-07-20 13:41:00+00:00  ...  324       max_hold
32    LLY 2026-07-20 13:46:00+00:00  ...  289       max_hold
33   AAPL 2026-07-20 13:55:00+00:00  ...  365       max_hold
34    AMD 2026-07-20 16:57:00+00:00  ...  170       max_hold
35   MSTR 2026-07-21 13:40:00+00:00  ...  361       max_hold
36    UNH 2026-07-21 13:40:00+00:00  ...  371       max_hold
37   SMCI 2026-07-21 13:41:00+00:00  ...  370    take_profit
38   ANET 2026-07-21 13:41:00+00:00  ...  311       max_hold
39    XOM 2026-07-21 13:42:00+00:00  ...  365       max_hold
40   PYPL 2026-07-21 13:42:00+00:00  ...  375       max_hold
41   QCOM 2026-07-22 13:40:00+00:00  ...  347       max_hold
42    TER 2026-07-22 13:40:00+00:00  ...  296       max_hold
43    WDC 2026-07-22 13:41:00+00:00  ...  372       max_hold
44   PLTR 2026-07-22 13:41:00+00:00  ...  375       max_hold
45    JPM 2026-07-22 13:42:00+00:00  ...  354       max_hold
46     MU 2026-07-22 13:48:00+00:00  ...  371       max_hold
47   COHR 2026-07-23 13:40:00+00:00  ...  320       max_hold
48    GEV 2026-07-23 13:40:00+00:00  ...  300       max_hold
49    ARM 2026-07-23 13:41:00+00:00  ...  270       max_hold
50   AVGO 2026-07-23 13:41:00+00:00  ...  377       max_hold
51    CVX 2026-07-23 13:46:00+00:00  ...  322       max_hold
52   TSLA 2026-07-23 13:57:00+00:00  ...  363       max_hold
53     SW 2026-07-24 13:40:00+00:00  ...  178    take_profit
54    LMT 2026-07-24 13:40:00+00:00  ...  305       max_hold
55    LLY 2026-07-24 13:44:00+00:00  ...  268       max_hold
56    UNH 2026-07-24 13:44:00+00:00  ...  348       max_hold
57      V 2026-07-24 13:45:00+00:00  ...  359       max_hold
58   NFLX 2026-07-24 13:46:00+00:00  ...  374       max_hold

[59 rows x 10 columns]"
on,60,59,2.3,10.12,0.644,5.23,1.15,333.0,hold_60_pdt_on,2026-07-13,2026-07-28,6,9.3,2.62,-1.87,"{'max_hold': 52, 'take_profit': 5, 'trailing_stop': 2}","   ticker                     entry  ... bars         reason
0    MRNA 2026-07-13 13:40:00+00:00  ...  351       max_hold
1     PFE 2026-07-13 13:40:00+00:00  ...  369       max_hold
2    TSLA 2026-07-13 13:41:00+00:00  ...  379       max_hold
3     UNH 2026-07-13 13:41:00+00:00  ...  322       max_hold
4    MSTR 2026-07-13 13:43:00+00:00  ...  322       max_hold
5     LLY 2026-07-13 13:46:00+00:00  ...  288       max_hold
6      MS 2026-07-14 13:40:00+00:00  ...  369  trailing_stop
7     CVX 2026-07-14 13:46:00+00:00  ...  333       max_hold
8      MU 2026-07-14 15:05:00+00:00  ...  295       max_hold
9     AMD 2026-07-14 15:11:00+00:00  ...  263       max_hold
10    DHR 2026-07-14 13:40:00+00:00  ...  331       max_hold
11    XOM 2026-07-14 13:46:00+00:00  ...  357       max_hold
12   FLEX 2026-07-15 13:40:00+00:00  ...  294       max_hold
13    MRK 2026-07-15 13:40:00+00:00  ...  349       max_hold
14   AAPL 2026-07-15 13:41:00+00:00  ...  379       max_hold
15   NVDA 2026-07-15 13:41:00+00:00  ...  379       max_hold
16    UNH 2026-07-15 13:42:00+00:00  ...  358    take_profit
17   NFLX 2026-07-15 13:46:00+00:00  ...  374       max_hold
18   PYPL 2026-07-16 13:40:00+00:00  ...  380       max_hold
19    LLY 2026-07-16 13:41:00+00:00  ...  296       max_hold
20   PLTR 2026-07-16 13:41:00+00:00  ...  378       max_hold
21   MSTR 2026-07-16 13:42:00+00:00  ...  306       max_hold
22    JPM 2026-07-16 13:42:00+00:00  ...  374  trailing_stop
23   ABBV 2026-07-16 13:40:00+00:00  ...  354    take_profit
24    GEV 2026-07-17 13:40:00+00:00  ...  327    take_profit
25   COIN 2026-07-17 13:40:00+00:00  ...  260       max_hold
26   NVDA 2026-07-17 13:43:00+00:00  ...  377       max_hold
27   TSLA 2026-07-17 13:46:00+00:00  ...  374       max_hold
28    UNH 2026-07-17 14:36:00+00:00  ...  320       max_hold
29   DELL 2026-07-20 13:40:00+00:00  ...  283       max_hold
30    APP 2026-07-20 13:40:00+00:00  ...  319       max_hold
31    CVX 2026-07-20 13:41:00+00:00  ...  324       max_hold
32    LLY 2026-07-20 13:46:00+00:00  ...  289       max_hold
33   AAPL 2026-07-20 13:55:00+00:00  ...  365       max_hold
34    AMD 2026-07-20 16:57:00+00:00  ...  170       max_hold
35   MSTR 2026-07-21 13:40:00+00:00  ...  361       max_hold
36    UNH 2026-07-21 13:40:00+00:00  ...  371       max_hold
37   SMCI 2026-07-21 13:41:00+00:00  ...  370    take_profit
38   ANET 2026-07-21 13:41:00+00:00  ...  311       max_hold
39    XOM 2026-07-21 13:42:00+00:00  ...  365       max_hold
40   PYPL 2026-07-21 13:42:00+00:00  ...  375       max_hold
41   QCOM 2026-07-22 13:40:00+00:00  ...  347       max_hold
42    TER 2026-07-22 13:40:00+00:00  ...  296       max_hold
43    WDC 2026-07-22 13:41:00+00:00  ...  372       max_hold
44   PLTR 2026-07-22 13:41:00+00:00  ...  375       max_hold
45    JPM 2026-07-22 13:42:00+00:00  ...  354       max_hold
46     MU 2026-07-22 13:48:00+00:00  ...  371       max_hold
47   COHR 2026-07-23 13:40:00+00:00  ...  320       max_hold
48    GEV 2026-07-23 13:40:00+00:00  ...  300       max_hold
49    ARM 2026-07-23 13:41:00+00:00  ...  270       max_hold
50   AVGO 2026-07-23 13:41:00+00:00  ...  377       max_hold
51    CVX 2026-07-23 13:46:00+00:00  ...  322       max_hold
52   TSLA 2026-07-23 13:57:00+00:00  ...  363       max_hold
53     SW 2026-07-24 13:40:00+00:00  ...  178    take_profit
54    LMT 2026-07-24 13:40:00+00:00  ...  305       max_hold
55    LLY 2026-07-24 13:44:00+00:00  ...  268       max_hold
56    UNH 2026-07-24 13:44:00+00:00  ...  348       max_hold
57      V 2026-07-24 13:45:00+00:00  ...  359       max_hold
58   NFLX 2026-07-24 13:46:00+00:00  ...  374       max_hold

[59 rows x 10 columns]"
on,120,59,2.3,10.12,0.644,5.23,1.15,333.0,hold_120_pdt_on,2026-07-13,2026-07-28,6,9.3,2.62,-1.87,"{'max_hold': 52, 'take_profit': 5, 'trailing_stop': 2}","   ticker                     entry  ... bars         reason
0    MRNA 2026-07-13 13:40:00+00:00  ...  351       max_hold
1     PFE 2026-07-13 13:40:00+00:00  ...  369       max_hold
2    TSLA 2026-07-13 13:41:00+00:00  ...  379       max_hold
3     UNH 2026-07-13 13:41:00+00:00  ...  322       max_hold
4    MSTR 2026-07-13 13:43:00+00:00  ...  322       max_hold
5     LLY 2026-07-13 13:46:00+00:00  ...  288       max_hold
6      MS 2026-07-14 13:40:00+00:00  ...  369  trailing_stop
7     CVX 2026-07-14 13:46:00+00:00  ...  333       max_hold
8      MU 2026-07-14 15:05:00+00:00  ...  295       max_hold
9     AMD 2026-07-14 15:11:00+00:00  ...  263       max_hold
10    DHR 2026-07-14 13:40:00+00:00  ...  331       max_hold
11    XOM 2026-07-14 13:46:00+00:00  ...  357       max_hold
12   FLEX 2026-07-15 13:40:00+00:00  ...  294       max_hold
13    MRK 2026-07-15 13:40:00+00:00  ...  349       max_hold
14   AAPL 2026-07-15 13:41:00+00:00  ...  379       max_hold
15   NVDA 2026-07-15 13:41:00+00:00  ...  379       max_hold
16    UNH 2026-07-15 13:42:00+00:00  ...  358    take_profit
17   NFLX 2026-07-15 13:46:00+00:00  ...  374       max_hold
18   PYPL 2026-07-16 13:40:00+00:00  ...  380       max_hold
19    LLY 2026-07-16 13:41:00+00:00  ...  296       max_hold
20   PLTR 2026-07-16 13:41:00+00:00  ...  378       max_hold
21   MSTR 2026-07-16 13:42:00+00:00  ...  306       max_hold
22    JPM 2026-07-16 13:42:00+00:00  ...  374  trailing_stop
23   ABBV 2026-07-16 13:40:00+00:00  ...  354    take_profit
24    GEV 2026-07-17 13:40:00+00:00  ...  327    take_profit
25   COIN 2026-07-17 13:40:00+00:00  ...  260       max_hold
26   NVDA 2026-07-17 13:43:00+00:00  ...  377       max_hold
27   TSLA 2026-07-17 13:46:00+00:00  ...  374       max_hold
28    UNH 2026-07-17 14:36:00+00:00  ...  320       max_hold
29   DELL 2026-07-20 13:40:00+00:00  ...  283       max_hold
30    APP 2026-07-20 13:40:00+00:00  ...  319       max_hold
31    CVX 2026-07-20 13:41:00+00:00  ...  324       max_hold
32    LLY 2026-07-20 13:46:00+00:00  ...  289       max_hold
33   AAPL 2026-07-20 13:55:00+00:00  ...  365       max_hold
34    AMD 2026-07-20 16:57:00+00:00  ...  170       max_hold
35   MSTR 2026-07-21 13:40:00+00:00  ...  361       max_hold
36    UNH 2026-07-21 13:40:00+00:00  ...  371       max_hold
37   SMCI 2026-07-21 13:41:00+00:00  ...  370    take_profit
38   ANET 2026-07-21 13:41:00+00:00  ...  311       max_hold
39    XOM 2026-07-21 13:42:00+00:00  ...  365       max_hold
40   PYPL 2026-07-21 13:42:00+00:00  ...  375       max_hold
41   QCOM 2026-07-22 13:40:00+00:00  ...  347       max_hold
42    TER 2026-07-22 13:40:00+00:00  ...  296       max_hold
43    WDC 2026-07-22 13:41:00+00:00  ...  372       max_hold
44   PLTR 2026-07-22 13:41:00+00:00  ...  375       max_hold
45    JPM 2026-07-22 13:42:00+00:00  ...  354       max_hold
46     MU 2026-07-22 13:48:00+00:00  ...  371       max_hold
47   COHR 2026-07-23 13:40:00+00:00  ...  320       max_hold
48    GEV 2026-07-23 13:40:00+00:00  ...  300       max_hold
49    ARM 2026-07-23 13:41:00+00:00  ...  270       max_hold
50   AVGO 2026-07-23 13:41:00+00:00  ...  377       max_hold
51    CVX 2026-07-23 13:46:00+00:00  ...  322       max_hold
52   TSLA 2026-07-23 13:57:00+00:00  ...  363       max_hold
53     SW 2026-07-24 13:40:00+00:00  ...  178    take_profit
54    LMT 2026-07-24 13:40:00+00:00  ...  305       max_hold
55    LLY 2026-07-24 13:44:00+00:00  ...  268       max_hold
56    UNH 2026-07-24 13:44:00+00:00  ...  348       max_hold
57      V 2026-07-24 13:45:00+00:00  ...  359       max_hold
58   NFLX 2026-07-24 13:46:00+00:00  ...  374       max_hold

[59 rows x 10 columns]"
on,195,59,2.05,9.87,0.627,4.79,1.15,333.0,hold_195_pdt_on,2026-07-13,2026-07-28,6,9.2,2.69,-2.07,"{'max_hold': 51, 'take_profit': 5, 'trailing_stop': 2, 'stop_loss': 1}","   ticker                     entry  ... bars         reason
0    MRNA 2026-07-13 13:40:00+00:00  ...  351       max_hold
1     PFE 2026-07-13 13:40:00+00:00  ...  369       max_hold
2    TSLA 2026-07-13 13:41:00+00:00  ...  379       max_hold
3     UNH 2026-07-13 13:41:00+00:00  ...  322       max_hold
4    MSTR 2026-07-13 13:43:00+00:00  ...  322       max_hold
5     LLY 2026-07-13 13:46:00+00:00  ...  288       max_hold
6      MS 2026-07-14 13:40:00+00:00  ...  369  trailing_stop
7     CVX 2026-07-14 13:46:00+00:00  ...  333       max_hold
8      MU 2026-07-14 15:05:00+00:00  ...  295       max_hold
9     AMD 2026-07-14 15:11:00+00:00  ...  263       max_hold
10    DHR 2026-07-14 13:40:00+00:00  ...  331       max_hold
11    XOM 2026-07-14 13:46:00+00:00  ...  357       max_hold
12   FLEX 2026-07-15 13:40:00+00:00  ...  294       max_hold
13    MRK 2026-07-15 13:40:00+00:00  ...  349       max_hold
14   AAPL 2026-07-15 13:41:00+00:00  ...  379       max_hold
15   NVDA 2026-07-15 13:41:00+00:00  ...  379       max_hold
16    UNH 2026-07-15 13:42:00+00:00  ...  358    take_profit
17   NFLX 2026-07-15 13:46:00+00:00  ...  374       max_hold
18   PYPL 2026-07-16 13:40:00+00:00  ...  380       max_hold
19    LLY 2026-07-16 13:41:00+00:00  ...  296       max_hold
20   PLTR 2026-07-16 13:41:00+00:00  ...  378       max_hold
21   MSTR 2026-07-16 13:42:00+00:00  ...  306       max_hold
22    JPM 2026-07-16 13:42:00+00:00  ...  374  trailing_stop
23   ABBV 2026-07-16 13:40:00+00:00  ...  354    take_profit
24    GEV 2026-07-17 13:40:00+00:00  ...  327    take_profit
25   COIN 2026-07-17 13:40:00+00:00  ...  260       max_hold
26   NVDA 2026-07-17 13:43:00+00:00  ...  377       max_hold
27   TSLA 2026-07-17 13:46:00+00:00  ...  374       max_hold
28    UNH 2026-07-17 14:36:00+00:00  ...  320       max_hold
29   DELL 2026-07-20 13:40:00+00:00  ...  283       max_hold
30    APP 2026-07-20 13:40:00+00:00  ...  319       max_hold
31    CVX 2026-07-20 13:41:00+00:00  ...  324       max_hold
32    LLY 2026-07-20 13:46:00+00:00  ...  289       max_hold
33   AAPL 2026-07-20 13:55:00+00:00  ...  365       max_hold
34    AMD 2026-07-20 16:57:00+00:00  ...  195       max_hold
35   MSTR 2026-07-21 13:40:00+00:00  ...  361       max_hold
36    UNH 2026-07-21 13:40:00+00:00  ...  371       max_hold
37   SMCI 2026-07-21 13:41:00+00:00  ...  370    take_profit
38   ANET 2026-07-21 13:41:00+00:00  ...  311       max_hold
39    XOM 2026-07-21 13:42:00+00:00  ...  365       max_hold
40    GEV 2026-07-21 13:58:00+00:00  ...  317      stop_loss
41   QCOM 2026-07-22 13:40:00+00:00  ...  347       max_hold
42    TER 2026-07-22 13:40:00+00:00  ...  296       max_hold
43    WDC 2026-07-22 13:41:00+00:00  ...  372       max_hold
44   PLTR 2026-07-22 13:41:00+00:00  ...  375       max_hold
45    JPM 2026-07-22 13:42:00+00:00  ...  354       max_hold
46     MU 2026-07-22 13:48:00+00:00  ...  371       max_hold
47   COHR 2026-07-23 13:40:00+00:00  ...  320       max_hold
48    GEV 2026-07-23 13:40:00+00:00  ...  300       max_hold
49    ARM 2026-07-23 13:41:00+00:00  ...  270       max_hold
50   AVGO 2026-07-23 13:41:00+00:00  ...  377       max_hold
51    CVX 2026-07-23 13:46:00+00:00  ...  322       max_hold
52   TSLA 2026-07-23 13:57:00+00:00  ...  363       max_hold
53     SW 2026-07-24 13:40:00+00:00  ...  178    take_profit
54    LMT 2026-07-24 13:40:00+00:00  ...  305       max_hold
55    LLY 2026-07-24 13:44:00+00:00  ...  268       max_hold
56    UNH 2026-07-24 13:44:00+00:00  ...  348       max_hold
57      V 2026-07-24 13:45:00+00:00  ...  359       max_hold
58   NFLX 2026-07-24 13:46:00+00:00  ...  374       max_hold

[59 rows x 10 columns]"
on,390,52,0.53,-5.02,0.404,-4.44,5.73,358.0,hold_390_pdt_on,2026-07-13,2026-07-28,5,11.5,2.32,-3.1,"{'max_hold': 39, 'trailing_stop': 5, 'stop_loss': 5, 'take_profit': 3}","   ticker                     entry  ... bars         reason
0     LLY 2026-07-13 13:46:00+00:00  ...  292  trailing_stop
1    TSLA 2026-07-13 13:41:00+00:00  ...  390       max_hold
2     PFE 2026-07-13 13:40:00+00:00  ...  390       max_hold
3    MRNA 2026-07-13 13:40:00+00:00  ...  390       max_hold
4    MSTR 2026-07-13 13:43:00+00:00  ...  390       max_hold
5     UNH 2026-07-13 13:41:00+00:00  ...  390       max_hold
6     XOM 2026-07-14 13:46:00+00:00  ...  390       max_hold
7     CVX 2026-07-14 13:46:00+00:00  ...  390       max_hold
8     AMD 2026-07-14 15:11:00+00:00  ...  331  trailing_stop
9      MU 2026-07-14 15:05:00+00:00  ...  390       max_hold
10    FIX 2026-07-14 14:16:00+00:00  ...  390       max_hold
11   FLEX 2026-07-14 13:54:00+00:00  ...  390       max_hold
12    HII 2026-07-15 17:51:00+00:00  ...   73      stop_loss
13   AVGO 2026-07-15 15:18:00+00:00  ...  390       max_hold
14    XOM 2026-07-15 15:48:00+00:00  ...  375    take_profit
15    ARM 2026-07-15 14:43:00+00:00  ...  390       max_hold
16   MSTR 2026-07-15 16:08:00+00:00  ...  390       max_hold
17   DELL 2026-07-15 17:30:00+00:00  ...  390       max_hold
18    UNH 2026-07-16 15:46:00+00:00  ...  241      stop_loss
19  GOOGL 2026-07-16 18:10:00+00:00  ...  110      stop_loss
20     SW 2026-07-16 13:51:00+00:00  ...  390       max_hold
21   SMCI 2026-07-16 16:24:00+00:00  ...  390       max_hold
22   AAPL 2026-07-16 18:16:00+00:00  ...  390       max_hold
23   COHR 2026-07-16 18:16:00+00:00  ...  390       max_hold
24    JPM 2026-07-17 13:40:00+00:00  ...  390       max_hold
25   MSTR 2026-07-17 13:40:00+00:00  ...  390       max_hold
26   SNOW 2026-07-17 18:53:00+00:00  ...  390       max_hold
27   AAPL 2026-07-20 13:55:00+00:00  ...  390       max_hold
28    UNH 2026-07-20 13:40:00+00:00  ...  390       max_hold
29    CVX 2026-07-20 13:40:00+00:00  ...  390       max_hold
30    LLY 2026-07-20 13:50:00+00:00  ...  390       max_hold
31     IT 2026-07-17 15:32:00+00:00  ...  331  trailing_stop
32    GEV 2026-07-21 13:58:00+00:00  ...  317      stop_loss
33   MSTR 2026-07-21 13:40:00+00:00  ...  390       max_hold
34   MSFT 2026-07-21 14:18:00+00:00  ...  390       max_hold
35   DELL 2026-07-21 17:26:00+00:00  ...  140    take_profit
36     MU 2026-07-21 17:22:00+00:00  ...  390       max_hold
37   AMZN 2026-07-22 13:40:00+00:00  ...  379      stop_loss
38     SW 2026-07-22 13:40:00+00:00  ...  390       max_hold
39   COHR 2026-07-22 14:24:00+00:00  ...  390       max_hold
40   SMCI 2026-07-22 17:54:00+00:00  ...  390       max_hold
41    ARM 2026-07-22 14:18:00+00:00  ...  390       max_hold
42   PLTR 2026-07-23 13:40:00+00:00  ...  390       max_hold
43   MSTR 2026-07-23 13:40:00+00:00  ...  390       max_hold
44   LITE 2026-07-23 16:06:00+00:00  ...  241  trailing_stop
45    GEV 2026-07-23 15:32:00+00:00  ...  390       max_hold
46    WDC 2026-07-23 19:16:00+00:00  ...  390       max_hold
47      V 2026-07-24 13:45:00+00:00  ...  390       max_hold
48     MA 2026-07-24 13:46:00+00:00  ...  361    take_profit
49    FIX 2026-07-24 17:17:00+00:00  ...  218  trailing_stop
50    ARM 2026-07-24 14:18:00+00:00  ...  390       max_hold
51    LLY 2026-07-24 13:44:00+00:00  ...  390       max_hold

[52 rows x 10 columns]"
on,1170,25,1.09,1.14,0.44,1.21,4.97,781.0,hold_1170_pdt_on,2026-07-13,2026-07-28,6,10.5,5.78,-3.42,"{'trailing_stop': 10, 'take_profit': 6, 'max_hold': 5, 'stop_loss': 4}","   ticker                     entry  ...  bars         reason
0     LLY 2026-07-13 13:46:00+00:00  ...   292  trailing_stop
1     UNH 2026-07-13 13:41:00+00:00  ...   688      stop_loss
2    TSLA 2026-07-13 13:41:00+00:00  ...  1170       max_hold
3     PFE 2026-07-13 13:40:00+00:00  ...  1097    take_profit
4    MSTR 2026-07-13 13:43:00+00:00  ...  1170       max_hold
5    AAPL 2026-07-15 13:40:00+00:00  ...   622    take_profit
6     UNH 2026-07-16 16:15:00+00:00  ...   170      stop_loss
7    MRNA 2026-07-13 13:40:00+00:00  ...  1153  trailing_stop
8     CVX 2026-07-14 13:46:00+00:00  ...   984    take_profit
9     GEV 2026-07-17 13:40:00+00:00  ...   327    take_profit
10    LLY 2026-07-16 13:41:00+00:00  ...   892  trailing_stop
11   PYPL 2026-07-16 13:52:00+00:00  ...  1170       max_hold
12   MSTR 2026-07-16 18:01:00+00:00  ...   904    take_profit
13   SNDK 2026-07-16 19:10:00+00:00  ...  1170       max_hold
14   DELL 2026-07-20 13:40:00+00:00  ...   558    take_profit
15    JPM 2026-07-17 13:40:00+00:00  ...  1170       max_hold
16   AAPL 2026-07-21 13:53:00+00:00  ...   776  trailing_stop
17    UNH 2026-07-21 13:40:00+00:00  ...   779  trailing_stop
18   COHR 2026-07-22 14:24:00+00:00  ...   594  trailing_stop
19     MU 2026-07-22 14:10:00+00:00  ...   786  trailing_stop
20    FIX 2026-07-21 14:16:00+00:00  ...   864  trailing_stop
21    WDC 2026-07-22 13:40:00+00:00  ...  1024  trailing_stop
22    CVX 2026-07-23 13:49:00+00:00  ...   629      stop_loss
23   KLAC 2026-07-24 14:37:00+00:00  ...   387  trailing_stop
24    AMD 2026-07-24 18:41:00+00:00  ...   141      stop_loss

[25 rows x 10 columns]"
off,15,66,6.45,21.69,0.818,3.25,0.25,15.0,hold_15_pdt_off,2026-07-13,2026-07-28,0,8.7,0.92,-0.57,{'max_hold': 66},"   ticker                     entry  ... bars    reason
0     PFE 2026-07-13 13:40:00+00:00  ...   15  max_hold
1    MRNA 2026-07-13 13:40:00+00:00  ...   15  max_hold
2    TSLA 2026-07-13 13:41:00+00:00  ...   15  max_hold
3     UNH 2026-07-13 13:41:00+00:00  ...   15  max_hold
4    MSTR 2026-07-13 13:43:00+00:00  ...   15  max_hold
..    ...                       ...  ...  ...       ...
61    CRM 2026-07-27 13:40:00+00:00  ...   15  max_hold
62   AVGO 2026-07-27 13:44:00+00:00  ...   15  max_hold
63   AAPL 2026-07-27 13:51:00+00:00  ...   15  max_hold
64     SW 2026-07-27 13:57:00+00:00  ...   15  max_hold
65    APP 2026-07-27 13:55:00+00:00  ...   15  max_hold

[66 rows x 10 columns]"
